Product ID1,Product ID2,Category,Product Name,Price,Details,On Promo,Original Price,Promo Date
p17744,206407,Christmas Sweets & Treats,Favorina Cinnamon Stars,€ 2.49,,Yes,Only,From 18.11
p17742,222075,Christmas Sweets & Treats,Favorina Christmas Tree Pastries,€ 2.99,,Yes,,From 18.11
p16931,209054,Christmas Sweets & Treats,Deep Filled Mince Pies,€ 1.79,,No,,
p17521,139345,Christmas Sweets & Treats,Mini Christmas Figures,€ 1.89,,No,,
p17522,11733,Christmas Sweets & Treats,Chocolate Christmas Figures,€ 1.19,,No,,
p16919,237476,Christmas Sweets & Treats,Cheese Advent Calendar,€ 9.99,,No,,
p17519,55667,Christmas Sweets & Treats,Flavoured Chocolate Santa,€ 1.79,,No,,
p16911,211095,Christmas Sweets & Treats,Milk / Hazelnut Crispy Chocolate Pralines,€ 1.49,,No,,
p16923,202401,Christmas Sweets & Treats,Christmas Chocolate Mix,€ 2.49,,No,,
p16605,214405,Christmas Sweets & Treats,Favorina Mini Milk Chocolate Balls,€ 1.99,,No,,
p17520,131824,Christmas Sweets & Treats,Chocolate Pralines,€ 1.49,,No,,
p17103,236879,Christmas Sweets & Treats,Gingerbread Musical Train,€ 5.99,,No,,
p18000,155769,Christmas Sweets & Treats,Favorina Nuts in Christmas Tree Basket,€ 4.99,,Yes,Only,From 25.11
p16917,206227,Christmas Sweets & Treats,Christmas Biscuits,€ 3.99,,No,,
p17096,94075,Christmas Sweets & Treats,Chocolate Lollies,€ 1.19,,No,,
p16961,264039,Christmas Sweets & Treats,Spiced biscuit bites,€ 1.99,,No,,
p16861,247853,Christmas Sweets & Treats,Favorina Large Christmas Pudding,€ 4.29,,No,,
p16774,220990,Christmas Sweets & Treats,Favorina Chocolate Truffles,€ 2.49,,No,,
p16859,201972,Christmas Sweets & Treats,Favorina  Chocolate Gingerbread Rounds,€ 1.49,,No,,
p17101,221776,Christmas Sweets & Treats,Milk Chocolate Santa,€ 1.29,,No,,
p17098,169191,Christmas Sweets & Treats,Chocolate Figures,€ 2.99,,No,,
p17105,239221,Christmas Sweets & Treats,Chocolate Drop Dispenser,€ 2.99,,No,,
p16862,247854,Christmas Sweets & Treats,Favorina Medium Christmas Pudding,€ 2.49,,No,,
p16860,211414,Christmas Sweets & Treats,Favorina Large Marzipan Stollen,€ 2.99,,No,,
p16212,211097,Christmas Sweets & Treats,Favorina Mini Marzipan Butter Stollen,€ 2.99,,No,,
p17097,130032,Christmas Sweets & Treats,Toys with Chocolate,€ 5.99,,No,,
p16213,202137,Christmas Sweets & Treats,Favorina Marzipan Log,€ 1.29,,No,,
p16217,206257,Christmas Sweets & Treats,Favorina Marzipan Balls,€ 1.29,,No,,
p12510,208904,Christmas Sweets & Treats,Favorina Top Iced Christmas Cake,€ 7.99,,No,,
p16050,212310,Christmas Sweets & Treats,Favorina Panettone Cioccolato,€ 1.79,,No,,
p16214,211095,Christmas Sweets & Treats,Favorina Chocolate Pralines,€ 1.49,,No,,
p16220,203399,Christmas Sweets & Treats,Favorina Mini Stollen,€ 1.29,,No,,
p16208,206227,Christmas Sweets & Treats,Favorina Favorina Christmas Biscuits,€ 3.99,,No,,
p16204,228983,Christmas Sweets & Treats,Favorina Marzipan Nougat Bar,€ 1.19,,No,,
p16215,264143,Christmas Sweets & Treats,Favorina Mini Marzipan Log,€ 1.99,,No,,
p16210,220966,Christmas Sweets & Treats,Favorina Turkish Delight,€ 1.89,,No,,
p16219,236869,Christmas Sweets & Treats,Favorina Gingerbread Men,€ 1.99,,No,,
p16218,210139,Christmas Sweets & Treats,Favorina Christmas Pudding,€ 1.29,,No,,
p16209,211095,Christmas Sweets & Treats,Favorina Crispy Chocolate Pralines,€ 1.49,,No,,
p16211,214367,Christmas Sweets & Treats,Favorina Butter Cookies,€ 2.49,,No,,
p16206,211597,Christmas Sweets & Treats,Favorina Almond Florentines,€ 2.99,,No,,
p16048,201973,Christmas Sweets & Treats,Favorina Spiced Biscuits with Almonds,€ 1.99,,No,,
p16180,211346,Christmas Sweets & Treats,Favorina Coconut Macaroons,€ 1.99,,No,,
p16216,206233,Christmas Sweets & Treats,Favorina Milk Chocolate,€ 1.89,,No,,
p18070,235889,Christmas Sweets & Treats,Favorina Panettone Classico,€ 5.99,,Yes,Only,From 02.12
p16207,202400,Christmas Sweets & Treats,Favorina Chocolate Christmas Figures,€ 1.19,,No,,
p16203,211254,Christmas Sweets & Treats,Favorina Nut Clusters,€ 1.99,,No,,
p18069,263317,Christmas Sweets & Treats,Favorina Christmas Stocking,€ 3.79,,Yes,Only,From 02.12
p16166,201970,Christmas Sweets & Treats,Favorina Spiced Biscuits,€ 1.49,,No,,
p17176,352787,Middle Aisle Specials,Silvercrest Kitchen Tools Kettle,€ 19.99,,Yes,Only,From 28.10
p2160,220749,Grocery Range Vegan,Vegan Pizzas,€ 1.79,Trattoria Alfredo,No,,
p5344,250953,Grocery Range Vegan,Sweet Potato & Chilli Burger,€ 1.79,Plant to Plate,No,,
p16205,206240,Christmas Sweets & Treats,Favorina Coated Almonds,€ 2.69,,No,,
p17734,229037,Christmas Sweets & Treats,Build Your Own Gingerbread Set,€ 7.99,,Yes,only,From 11.11
p2382,239576,Grocery Range Vegan,Plant Based Quarter Pounders,€ 1.99,Plant to Plate,No,,
p17179,352743,Middle Aisle Specials,Silvercrest Kitchen Tools Toaster,€ 19.99,,Yes,Only,From 28.10
p12282,251462,Summer Ice Cream,Vegan Ice Cream,€ 2.99,Gelatelli,No,,
p5336,250952,Grocery Range Vegan,Beetroot & Chickpea Burger,€ 1.79,Plant to Plate,No,,
p18068,170693,Christmas Sweets & Treats,Favorina Christmas Stars,€ 4.99,,Yes,Only,From 02.12
p3022,238495,Grocery Range Vegan,Spicy Curried Cauliflower Burger,€ 1.79,Plant to Plate,No,,
p3026,238496,Grocery Range Vegan,6 Plant Based Vegan Sausages,€ 1.99,Plant to Plate,No,,
p4870,246194,Grocery Range Vegan,Vegan Sausage Rolls,€ 1.99,Golden Bake,No,,
p18138,400760,Lidl Christmas Elves Accessories ,Christmas Eve Box,€ 4.99,,Yes,Only,From 02.12
p18011,366820,Lidl Christmas Elves,Elf Salt and Pepper Shakers,€ 3.99,,Yes,Only,From 25.11
p18022,378292,Play Time,Nerf Nerf Toy Gun Assortment,€ 17.99,,Yes,Only,From 29.11
p18025,380437,Play Time,RC Assembly Model Kit,€ 34.99,,Yes,RRP €46.99,From 29.11
p18010,366819,Lidl Christmas Elves,Elf Ceramic Mug,€ 4.99,,Yes,Only,From 25.11
p18024,367170,Play Time,Radio-Controlled Cars,€ 14.99,,Yes,"RRP €19,99",From 29.11
p18126,354623,Furry Friends - Pet Promotions,Food Or Water Bowl / Pet Placement,€ 4.99,,Yes,Only,From 02.12
p18117,330491,Furry Friends - Pet Promotions,Automatic Pet Feeder,€ 17.99,,Yes,Only,From 02.12
p18026,382453,Play Time,Simba Frozen Doll Assortment,€ 9.99,,Yes,RRP €14.99,From 29.11
p18122,366343,Furry Friends - Pet Promotions,Assorted Dog Toys,€ 3.99,,Yes,Only,From 02.12
p17972,247273,Weekend Super Savers,Way to Go Chocolate,€ 0.99,,Yes,Was €1.99,From 27.11
p17921,2089111,Big Brand Super Savers,Fairy Washing Up Liquid Original,€ 1.99,,Yes,Was €2.50,From 25.11
p18023,359873,Play Time,Parkside Kids' Toy Tools,€ 9.99,,Yes,Only,From 29.11
p18009,375345,Lidl Christmas Elves,Head Elf - 1 Meter,€ 19.99,,Yes,Only,From 25.11
p17971,251372,Weekend Super Savers,Glensallagh Irish Bacon Medallions,€ 1.99,,Yes,Was €2.69,From 27.11
p17919,262767,Big Brand Super Savers,7up Soft Drink,€ 2.50,,Yes,MIX N MATCH 3 for €4,From 25.11
p17918,255533,Big Brand Super Savers,Nescafè Gold Blend,€ 2.99,,Yes,Was €3.99,From 25.11
p17920,228723,Big Brand Super Savers,Cadbury Dairy Milk,€ 0.99,,Yes,"Was €1,29",From 25.11
p18125,354629,Furry Friends - Pet Promotions,Fur Grooming Set,€ 3.99,,Yes,Only,From 02.12
p17957,123430,Festive Flower & Trees,Santa Conifer,€ 4.49,,Yes,Only,From 25.11
p17917,208753,Big Brand Super Savers,Flora Pro-Activ Light Spread,€ 1.99,,Yes,Was €2.85,From 25.11
p17710,83244,Weekend Super Savers,White Potatoes,€ 1.49,,No,,
p3544,211168,Grocery Range Rosé Wines,Spanish Rose Wine 11%,€ 3.99,Conde Noble,No,,
p17915,237055,Big Brand Super Savers,Muller Corner,€ 2.49,,Yes,"Was €3,79",From 25.11
p13429,202345,Grocery Range Rosé Wines,Californian Zinfandel Rosé,€ 6.29,Cimarosa,No,,
p17910,247985,Big Brand Super Savers,L’Oreal Men Expert Hydra Energetic Moisturiser,€ 5.99,,Yes,Only,From 25.11
p3894,211228,Grocery Range Rosé Wines,Pinot Grigio Delle Venezie Rose 11.5%,€ 6.49,Giulio Pasotti,No,,
p17908,224105,Big Brand Super Savers,Tayto Bistro Sharing Crisps,€ 1.79,,Yes,Only,From 25.11
p17916,209632,Big Brand Super Savers,Kinder Maxi King/ Pingui,€ 1.49,,Yes,Was €1.99,From 25.11
p17914,210376,Big Brand Super Savers,Smirnoff Vodka,€ 18.00,,Yes,Was €21,From 25.11
p17909,247972,Big Brand Super Savers,Garnier Ultimate Blends Hair Food,€ 3.99,,Yes,Only,From 25.11
p17907,231964,Big Brand Super Savers,KP Nuts,€ 3.49,,Yes,Only,From 25.11
p17913,260233,Big Brand Super Savers,Tassimo Kenco Coffee,€ 4.99,,Yes,Only,From 25.11
p17911,208911,Big Brand Super Savers,Fairy Washing Up Liquid Aromatics Apple,€ 1.79,,Yes,Only,From 25.11
p18100,146972,Festive Flower & Trees,Decorative Reindeer,€ 8.99,,Yes,,From 02.12
p17708,212917,Big Brand Super Savers,Cadbury Dairy Milk,€ 1.99,,Yes,Was €2.95,18.11 - 24.11
p17706,227675,Big Brand Super Savers,Meridian Nut Butter,€ 3.89,,Yes,Was €4.89,18.11 - 24.11
p17970,204722,Weekend Super Savers,Deluxe Hand Cooked Crisps,€ 1.79,,Yes,Mix n Match 2 FOR €2,From 27.11
p17906,228752,Big Brand Super Savers,Cushelle Toilet Paper 2Ply,€ 11.99,,Yes,Only,From 25.11
p17912,218109,Big Brand Super Savers,Tuc Crackers,€ 0.99,,Yes,Only,From 25.11
p17707,236940,Big Brand Super Savers,Pantene Shampoo/ Conditioner,€ 3.33,,Yes,Was €4.99,18.11 - 24.11
p17704,259894,Big Brand Super Savers,Kenco Smooth Instant Coffee,€ 4.99,,Yes,"Was €5,99",18.11 - 24.11
p17700,250988,Big Brand Super Savers,Cadbury Chocolate Selection,€ 4.89,,Yes,,18.11 - 24.11
p17709,209836,Big Brand Super Savers,Batchelors Baked Beans,€ 2.99,,Yes,Was €3.49,18.11 - 24.11
p17697,248236,Big Brand Super Savers,O’Donnell’s Crisps Selection,€ 1.99,,Yes,Only,18.11 - 24.11
p17695,251669,Big Brand Super Savers,Kellogg‘s Cornflakes,€ 2.87,,Yes,,18.11 - 24.11
p17694,210978,Big Brand Super Savers,Coca-Cola Original/Diet/Zero,€ 5.89,,Yes,,18.11 - 24.11
p17705,231009,Big Brand Super Savers,Schweppes Tonic Water,€ 1.70,,Yes,Mix n Match 2 for €3,18.11 - 24.11
p17703,208794,Big Brand Super Savers,Danone Actimel,€ 2.99,,Yes,"Was €3,89",18.11 - 24.11
p17702,228754,Big Brand Super Savers,Birds Eye Chicken Burgers,€ 2.00,,Yes,"Was €3,40",18.11 - 24.11
p17699,250976,Big Brand Super Savers,Cadbury Chocolate Selection,€ 4.89,,Yes,,18.11 - 24.11
p17701,209500,Big Brand Super Savers,Cadbury Milk Tray,€ 4.99,,Yes,Only,18.11 - 24.11
p17967,212009,Weekend Super Savers,Irish Beef Stir Fry,€ 1.99,,Yes,Was €2.49,From 27.11
p17969,206961,Weekend Super Savers,Lyons Original Blend Tea,€ 2.49,,Yes,Was €3.19,From 27.11
p17960,55402,Festive Flower & Trees,Decorated Christmas Tree,€ 8.99,,Yes,Only,From 29.11
p18101,6798,Festive Flower & Trees,Poinsettias,€ 1.89,,Yes,,From 25.11
p17959,55348,Festive Flower & Trees,Christmas Cactus,€ 1.99,,Yes,Only,From 29.11
p17698,223650,Big Brand Super Savers,Mc Vities Victoria Biscuits,€ 4.95,,Yes,Only,18.11 - 24.11
p17958,146695,Festive Flower & Trees,Plant Lantern,€ 7.99,,Yes,Only,From 25.11
p18006,215494,Christmas Brands,Nestlé Walnut Whip,€ 3.99,,Yes,Only,From 25.11
p18005,266279,Christmas Brands,Snowman & Snowdog Snow Creams,€ 1.99,,Yes,Only,From 25.11
p17968,80236,Weekend Super Savers,Honeycrunch Apple,€ 1.69,,Yes,Was €2.69,From 27.11
p17696,253040,Big Brand Super Savers,L‘OR Capsules,€ 2.49,,Yes,Only,18.11 - 24.11
p17956,156860,Festive Flower & Trees,Potted Christmas Tree (Picea Glauca),€ 12.99,,Yes,Only,From 25.11
p17954,166082,Festive Flower & Trees,Mini Tree in Ceramic Pot,€ 4.99,,Yes,Only,From 25.11
p17953,55406,Festive Flower & Trees,Christmas Wreath,€ 9.99,,Yes,Only,From 25.11
p18004,230966,Christmas Brands,Cadbury Cadbury Festive Cake Selection,€ 4.99,,Yes,Only,From 25.11
p18099,583800,Festive Flower & Trees,Mini Rose,€ 2.99,,Yes,Only,From 29.11
p17955,131272,Festive Flower & Trees,Apartment Christmas Tree,€ 18.99,,Yes,Only,From 25.11
p17961,118939,Festive Flower & Trees,6 Foot Irish Grown Christmas Tree,€ 24.99,,Yes,Only,From 25.11
p18007,216144,Christmas Brands,Orchard Snowcreams,€ 2.49,,Yes,Only,From 25.11
p17531,248217,Christmas Brands,King/Tayto/Hunky Dory Christmas Crisp Box,€ 3.99,,No,,
p18001,251131,Christmas Brands,Jacobs Cakes/Biscuits,€ 10.00,,Yes,Only,From 25.11
p17952,148103,Festive Flower & Trees,Medium Christmas Tree,€ 17.99,,Yes,Only,From 25.11
p17529,250972,Christmas Brands,Small Selection Pack,€ 1.49,,No,,
p17530,238715,Christmas Brands,Christmas Crisp Box,€ 3.99,King/Tayto/Hunky Dory,No,,
p17528,25098,Christmas Brands,Stocking Selection Box,€ 3.99,,No,,
p18003,230961,Christmas Brands,Cadbury Reindeer Cakes,€ 2.99,,Yes,Only,From 25.11
p17964,54321,Festive Flower & Trees,My Surprise Elf Tree,€ 14.99,,Yes,Only,From 25.11
p17526,223650,Christmas Brands,McVities Biscuit Assortment,€ 4.99,,No,,
p16897,238749,Christmas Brands,Figure with Surprise,€ 2.49,,No,,
p18002,209436,Christmas Brands,Cadbury Cadbury Triple,€ 2.99,,Yes,Only,From 25.11
p16351,230623,Christmas Brands,Fox's Biscuit Assortment,€ 4.99,,No,,
p18041,367172,Play Time,Lego Sets Assortment,€ 12.99,,Yes,Only,From 29.11
p17815,12,Christmas Brands,Chocolate Selection Pouches,€ 3.99,,No,,
p18040,367352,Play Time,Lego Duplo Play Set,€ 8.99,,Yes,Only,From 29.11
p18039,383560,Play Time,Lego Sets Assortment,€ 19.99,,Yes,Only,From 29.11
p8733,253247,Christmas Brands,Malteser Truffles,€ 4.99,Mars,No,,
p18038,367169,Play Time,Lego Sets Assortment,€ 22.99,,Yes,Only,From 29.11
p16937,238916,Christmas Brands,Chocolate Mini Advent Calendar,€ 3.99,,No,,
p18121,354635,Furry Friends - Pet Promotions,Dog Harness,€ 9.99,,Yes,Only,From 02.12
p18124,380826,Furry Friends - Pet Promotions,Catit Senses Play Circuit,€ 14.99,,Yes,Only,From 02.12
p16969,214874,Christmas Brands,Licensed Advents Calender,€ 1.19,,No,,
p16623,231156,Christmas Brands,Dairy Milk Advent Calendar,€ 2.49,,No,,
p18127,359315,Furry Friends - Pet Promotions,Reversible Self Cooling and Warming Dog Mattress,€ 29.99,,Yes,Only,From 02.12
p18037,382350,Play Time,Baby Toys Assortment,€ 4.99,,Yes,Only,From 29.11
p17527,264674,Christmas Brands,Intrigue Truffles,€ 5.99,,No,,
p18036,382351,Play Time,Play Nest Jungle,€ 22.99,,Yes,Only,From 29.11
p18118,365994,Furry Friends - Pet Promotions,Cat Activity Tower,€ 14.99,,Yes,Only,From 02.12
p18035,382352,Play Time,Soothe 'n' Snuggle Otter,€ 29.99,,Yes,Only,From 29.11
p18032,366454,Play Time,Playtive Kids’ Wooden Toys,€ 9.99,,Yes,,From 29.11
p18120,353158,Furry Friends - Pet Promotions,Lead Assortment,€ 9.99,,Yes,Only,From 02.12
p18029,366189,Play Time,Playtive Wooden Play Set Assortment,€ 12.99,,Yes,Only,From 29.11
p18033,359812,Play Time,Kids’ Activity Book,€ 3.49,,Yes,,From 29.11
p18027,366185,Play Time,Playtive Kids’ Easel,€ 26.99,,Yes,Only,From 29.11
p18123,359496,Furry Friends - Pet Promotions,Nerf Ball Blaster,€ 14.99,,Yes,Only,From 02.12
p18109,363959,Winter & Ski ,Adult Ski Multi-Functional Neck Warmer,€ 3.49,,Yes,Only,From 02.12
p18031,366458,Play Time,Playtive Wooden Baby Learning Toys,€ 4.99,,Yes,Only,From 29.11
p18030,366898,Play Time,Playtive Wooden Light Box,€ 29.99,,Yes,Only,From 29.11
p18021,382349,Play Time,Polly Pocket Sets,€ 17.99,,Yes,Only,From 29.11
p18018,364462,Play Time,Kindi Kids Doll Assortment,€ 24.99,,Yes,Only,From 29.11
p18119,354622,Furry Friends - Pet Promotions,Pet Hair Clippers,€ 14.99,,Yes,Only,From 02.12
p18017,359872,Play Time,Bayer Piccolina First Words Baby,€ 17.99,,Yes,Only,From 29.11
p18016,366195,Play Time,Playtive Dolls’ House Furniture Set,€ 8.99,,Yes,Only,From 29.11
p18034,364863,Play Time,Playtive Talking Teddys,€ 11.99,,Yes,Only,From 29.11
p18130,363060,Winter & Ski ,Kids' Mittens,€ 3.99,,Yes,Only,From 02.12
p18116,366502,Winter & Ski ,Foot Warmers / Hand Warmers / Heated Insoles,€ 1.99,,Yes,Only,From 02.12
p18112,363963,Winter & Ski ,Ladies' Ski Gloves,€ 6.99,,Yes,Only,From 02.12
p18015,359562,Play Time,Dressing Table & Stool,€ 54.99,,Yes,Only,From 29.11
p18020,359872,Play Time,Bayer Piccolina First Words Baby,€ 17.99,,Yes,Only,From 29.11
p18128,363050,Winter & Ski ,Kids' Winter Boots,€ 11.99,,Yes,Only,From 02.12
p18028,366197,Play Time,Playtive Wooden Toy Play Set Assortment,€ 6.99,,Yes,Only,From 29.11
p18019,359874,Play Time,Bayer Doll's Pram / Doll's Bed,€ 22.99,,Yes,Only,From 29.11
p18129,358821,Winter & Ski ,Adults' Ski and Snowboard Goggles,€ 7.99,,Yes,Only,From 02.12
p18110,335844,Winter & Ski ,Kids' Winter Shoes,€ 11.99,,Yes,Only,From 02.12
p18106,363030,Winter & Ski ,Kids' Base Layer Set,€ 8.99,,Yes,Only,From 02.12
p18131,363040,Winter & Ski ,Kids' Base Layer Set,€ 6.99,,Yes,Only,From 02.12
p18115,363045,Winter & Ski ,Kids' Knitted Hat,€ 2.99,,Yes,Only,From 02.12
p18111,363596,Winter & Ski ,Ladies' Ski Trousers,€ 19.99,,Yes,Only,From 02.12
p18113,363041,Winter & Ski ,Kids' Thermal Sports Top,€ 6.99,,Yes,Only,From 02.12
p18108,363603,Winter & Ski ,Ladies'/Men's Ski Socks,€ 3.49,,Yes,Only,From 02.12
p18107,363042,Winter & Ski ,Kids' Ski Jacket,€ 14.99,,Yes,Only,From 02.12
p18159,363751,Winter & Ski ,Men's Ski Jacket,€ 29.99,,Yes,Only,From 02.12
p18102,363595,Winter & Ski ,Ladies' Ski Jacket,€ 29.99,,Yes,Only,From 02.12
p18103,363700,Winter & Ski ,Men's Ski Trousers,€ 19.99,,Yes,Only,From 02.12
p18114,363037,Winter & Ski ,Kids' Ski Trousers,€ 11.99,,Yes,Only,From 02.12
p18105,319340,Winter & Ski ,Ladies' Seamless Ski Baselayer Trousers,€ 12.99,,Yes,Only,From 02.12
p18104,363594,Winter & Ski ,Men's Ski Baselayer Trousers,€ 11.99,,Yes,Only,From 02.12
